EXT_SOURCE_3,EXT_SOURCE_2,NAME_EDUCATION_TYPE_Higher education,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Secondary / secondary special,CODE_GENDER,NAME_CONTRACT_TYPE_Cash loans,REGION_RATING_CLIENT,FLAG_DOCUMENT_3
0.7295666907060153,0.5559120833904428,False,True,True,1,False,2.0,0.0
0.4920600938649263,0.7239998516953141,True,False,False,0,True,2.0,0.0
0.5406544504453575,0.7142792864482229,True,False,False,1,True,3.0,1.0
0.7517237147741489,0.2057472880073281,False,False,True,0,True,2.0,1.0
0.363945238612397,0.6518623334244781,True,True,False,0,True,2.0,1.0
0.6528965519806539,0.5551831615131809,False,False,True,0,True,2.0,0.0
0.1766525794312139,0.7150418188660659,False,True,True,0,True,2.0,1.0
0.7700870700124128,0.5669066132460429,False,True,True,1,True,2.0,1.0
0.6785676886853644,0.34663398139668,False,True,True,1,True,3.0,0.0
0.0621030378372968,0.2363778398884225,False,True,True,1,True,2.0,1.0
0.4776491548517548,0.5866171400119664,True,False,False,0,True,2.0,1.0
0.5424451438613613,0.2337669575081463,False,False,True,0,True,2.0,1.0
0.3589512285783967,0.457142971588935,False,True,True,0,True,3.0,1.0
0.6690566947824041,0.6243047373592765,False,False,True,0,True,3.0,0.0
0.5656079814115492,0.7861793090532118,False,True,True,1,True,2.0,1.0
0.190705947811054,0.5484771599678789,False,True,True,0,True,3.0,1.0
0.6594055320683344,0.5411237022695412,False,True,True,1,True,2.0,1.0
0.524496446363472,0.6850109901296888,True,False,False,1,True,1.0,0.0
0.4101025731788671,0.479987342189869,False,False,True,0,True,2.0,1.0
0.7981372313187245,0.5594667916353414,False,True,True,0,True,2.0,1.0
0.4118485559242397,0.3217448956617718,False,False,True,1,True,2.0,0.0
0.7544061731797895,0.6816988025574287,False,False,True,0,True,2.0,1.0
0.722392890081304,0.7197985370372056,False,True,True,1,True,2.0,1.0
0.3996756156233169,0.6742032101473874,False,True,True,0,True,3.0,1.0
0.6848276586890367,0.7661378050275851,True,False,False,0,True,2.0,1.0
0.475849908720221,0.2476647173356162,False,False,True,0,True,2.0,1.0
0.7281412993111438,0.0892406534424171,False,True,True,0,True,2.0,1.0
0.4668640059537032,0.5891866296961207,False,False,True,0,True,3.0,1.0
0.4794489811780563,0.4508497225560816,True,False,False,0,False,2.0,1.0
0.3092753558842053,0.7133545848531052,True,False,False,1,True,2.0,1.0
0.7016957740576931,0.7029791046049891,True,False,False,0,True,2.0,1.0
0.7380196196295241,0.6628649268152181,False,False,True,1,True,2.0,1.0
0.1694287272664794,0.6227082733555896,False,False,True,0,True,2.0,1.0
0.5136937663039473,0.6091352920795285,False,True,True,1,False,2.0,0.0
0.7076993447402619,0.2567370429595146,False,True,True,1,True,2.0,1.0
0.434733248750173,0.0265407750366898,False,True,False,1,True,2.0,0.0
0.4920600938649263,0.6645439411246608,True,True,False,0,True,2.0,1.0
0.0950703958413326,0.5848873555356944,False,False,True,1,True,2.0,0.0
0.5620604831738043,0.6473478219828046,False,False,True,1,True,1.0,1.0
0.4294236843421945,0.5172704004425673,True,False,False,0,True,2.0,1.0
0.4135967602644276,0.5619229565929612,False,True,True,1,False,2.0,0.0
0.8327850252992314,0.1238882922844139,False,False,True,0,False,2.0,0.0
0.3944954053123993,0.6865047975453018,True,False,False,1,True,2.0,1.0
0.6940926425266661,0.5705270507243844,False,True,True,1,True,2.0,1.0
0.3589512285783967,0.3687189849837431,False,True,True,1,True,2.0,1.0
0.1986200451074864,0.5698732368655826,True,False,False,0,True,2.0,1.0
0.191821602413606,0.5720641471414096,False,True,True,0,True,3.0,1.0
0.4083588531230431,0.5851740300889305,True,False,False,0,False,2.0,0.0
0.5352762504724826,0.5500579930157645,False,True,True,1,True,2.0,1.0
0.7209441499436497,0.0239523667712844,False,False,True,0,True,2.0,0.0
0.6446794549585961,0.3573422337147276,False,True,True,1,True,2.0,1.0
0.8245949709919925,0.495765140717496,True,True,False,1,True,2.0,1.0
0.4776491548517548,0.6611083077510267,False,True,True,0,True,2.0,1.0
0.511891801533151,0.7180575365896832,False,True,True,0,True,2.0,1.0
0.4118485559242397,0.2547599571469118,False,True,True,0,True,2.0,1.0
0.6413682574954046,0.7566679797246073,False,True,True,0,True,2.0,1.0
0.3280631605201915,0.6405493008893001,False,False,True,1,True,2.0,1.0
0.0774985464900651,0.4323402118056743,False,False,False,1,True,2.0,1.0
0.7898803468924867,0.5930185238421518,False,True,True,1,True,2.0,1.0
0.2650494299443805,0.1549370735653434,True,False,False,0,True,2.0,1.0
0.0774985464900651,0.5002642944981995,False,True,True,0,False,2.0,0.0
0.1214082861631216,0.1699529509371729,True,True,False,0,True,2.0,1.0
0.5814837058057234,0.5861504130199274,False,True,True,1,True,3.0,1.0
0.4066174366275036,0.0472914244045298,True,False,False,0,True,2.0,1.0
0.5549467685334323,0.7103178570703124,False,False,True,1,True,1.0,0.0
0.5549467685334323,0.5713305828391398,False,False,True,0,True,2.0,0.0
0.4525335592581747,0.7079724741176917,False,False,True,0,True,1.0,1.0
0.5971924268337128,0.7112888072636568,False,False,True,0,True,1.0,1.0
0.6940926425266661,0.7492408359410063,False,False,True,0,False,2.0,1.0
0.3201633668633456,0.7206401576263843,False,False,True,1,True,2.0,1.0
0.5726825047161584,0.6075618184170141,True,False,False,1,True,1.0,1.0
0.0963186927645401,0.6014083651352106,False,True,True,0,True,2.0,1.0
0.6832688314232291,0.6781247611812603,True,False,False,1,False,2.0,0.0
0.7394117535524816,0.7464864055627681,False,True,True,0,True,2.0,1.0
0.7557400501752248,0.2823264042190451,False,False,True,1,True,2.0,1.0
0.7380196196295241,0.4109070009841619,False,True,True,0,True,2.0,1.0
0.0920128093981064,0.1644631394414229,False,True,True,1,True,2.0,1.0
0.7490217048463391,0.1654420733377721,False,True,True,0,True,2.0,1.0
0.3539876078507373,0.6680204349150283,False,True,True,1,True,2.0,1.0
0.5656079814115492,0.2820783472350259,False,True,True,1,True,2.0,1.0
0.6690566947824041,0.147684817245518,False,True,True,1,True,2.0,0.0
0.7898803468924867,0.5712502464772474,False,False,True,0,True,2.0,1.0
0.2896112383820055,0.6319612327366237,True,True,False,1,True,2.0,0.0
0.3170317785834444,0.2653117484731741,False,False,True,0,True,2.0,1.0
